Date,Time,Category,Sub-Category,Price,Sales Volume
2/7/2024,15:25:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/7/2024,16:15:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/7/2024,13:10:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/7/2024,15:32:00,Candy & Treats,Local Honey,$7.00 ,2
2/7/2024,8:54:00,Candy & Treats,Popcorn,$3.50 ,3
2/8/2024,18:32:00,Bread,Sourdough,$6.50 ,3
2/8/2024,15:58:00,Bread,Baguette,$4.50 ,2
2/8/2024,16:20:00,Bread,Rye,$6.25 ,2
2/8/2024,18:30:00,Bread,Whole Wheat,$6.45 ,1
2/8/2024,9:03:00,Bread,White,$6.00 ,1
2/8/2024,17:58:00,Cakes,Carrot Cake,$4.75 ,4
2/8/2024,11:12:00,Cakes,Banana Nut Pound,$9.15 ,1
2/8/2024,16:48:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/8/2024,13:13:00,Pastries,Muffin,$9.15 ,10
2/8/2024,8:00:00,Pastries,Cannoli,$6.45 ,21
2/8/2024,8:37:00,Pastries,Danish,$4.25 ,8
2/8/2024,8:57:00,Pastries,Brownies,$4.25 ,8
2/8/2024,8:42:00,Pastries,Eclair,$4.50 ,58
2/8/2024,14:13:00,Pastries,French Roll,$4.65 ,2
2/8/2024,18:08:00,Pastries,Napolean,$5.10 ,7
2/8/2024,13:32:00,Cookies,Oatmeal Raisin,$2.90 ,4
2/8/2024,14:41:00,Cookies,Sugar Cookie,$2.65 ,3
2/8/2024,15:59:00,Cookies,Black & White,$4.25 ,6
2/8/2024,15:56:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/8/2024,13:18:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/8/2024,14:23:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/8/2024,16:26:00,Candy & Treats,Local Honey,$7.00 ,3
2/8/2024,9:30:00,Candy & Treats,Popcorn,$3.50 ,3
2/9/2024,10:35:00,Bread,Sourdough,$6.50 ,2
2/9/2024,18:19:00,Bread,Baguette,$4.50 ,2
2/9/2024,15:41:00,Bread,Rye,$6.25 ,3
2/9/2024,8:15:00,Bread,Whole Wheat,$6.45 ,1
2/9/2024,12:17:00,Bread,White,$6.00 ,1
2/9/2024,14:40:00,Cakes,Carrot Cake,$4.75 ,4
2/9/2024,11:14:00,Cakes,Banana Nut Pound,$9.15 ,1
2/9/2024,10:45:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/9/2024,12:52:00,Pastries,Muffin,$9.15 ,12
2/9/2024,14:22:00,Pastries,Cannoli,$6.45 ,25
2/9/2024,18:50:00,Pastries,Danish,$4.25 ,8
2/9/2024,18:26:00,Pastries,Brownies,$4.25 ,9
2/9/2024,16:18:00,Pastries,Eclair,$4.50 ,61
2/9/2024,9:21:00,Pastries,French Roll,$4.65 ,2
2/9/2024,12:47:00,Pastries,Napolean,$5.10 ,8
2/9/2024,14:47:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/9/2024,11:21:00,Cookies,Sugar Cookie,$2.65 ,4
2/9/2024,9:29:00,Cookies,Black & White,$4.25 ,7
2/9/2024,13:31:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,3
2/9/2024,11:20:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/9/2024,9:52:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/9/2024,16:23:00,Candy & Treats,Local Honey,$7.00 ,2
2/9/2024,9:50:00,Candy & Treats,Popcorn,$3.50 ,3
2/10/2024,15:25:00,Bread,Sourdough,$6.50 ,3
2/10/2024,17:43:00,Bread,Baguette,$4.50 ,2
2/10/2024,14:22:00,Bread,Rye,$6.25 ,3
2/10/2024,17:23:00,Bread,Whole Wheat,$6.45 ,1
2/10/2024,17:26:00,Bread,White,$6.00 ,1
2/10/2024,13:50:00,Cakes,Carrot Cake,$4.75 ,3
2/10/2024,14:00:00,Cakes,Banana Nut Pound,$9.15 ,1
2/10/2024,8:50:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/10/2024,18:58:00,Pastries,Muffin,$9.15 ,12
2/10/2024,11:45:00,Pastries,Cannoli,$6.45 ,19
2/10/2024,11:28:00,Pastries,Danish,$4.25 ,8
2/10/2024,13:09:00,Pastries,Brownies,$4.25 ,8
2/10/2024,10:36:00,Pastries,Eclair,$4.50 ,68
2/10/2024,14:47:00,Pastries,French Roll,$4.65 ,3
2/10/2024,12:33:00,Pastries,Napolean,$5.10 ,7
2/10/2024,12:40:00,Cookies,Oatmeal Raisin,$2.90 ,5
2/10/2024,10:05:00,Cookies,Sugar Cookie,$2.65 ,4
2/10/2024,8:36:00,Cookies,Black & White,$4.25 ,6
2/10/2024,10:11:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/10/2024,10:20:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/10/2024,9:46:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/10/2024,12:21:00,Candy & Treats,Local Honey,$7.00 ,2
2/10/2024,13:30:00,Candy & Treats,Popcorn,$3.50 ,3
2/11/2024,13:53:00,Bread,Sourdough,$6.50 ,3
2/11/2024,11:29:00,Bread,Baguette,$4.50 ,2
2/11/2024,10:14:00,Bread,Rye,$6.25 ,2
2/11/2024,15:25:00,Bread,Whole Wheat,$6.45 ,1
2/11/2024,14:02:00,Bread,White,$6.00 ,1
2/11/2024,12:04:00,Cakes,Carrot Cake,$4.75 ,3
2/11/2024,12:09:00,Cakes,Banana Nut Pound,$9.15 ,1
2/11/2024,14:19:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/11/2024,11:03:00,Pastries,Muffin,$9.15 ,10
2/11/2024,10:39:00,Pastries,Cannoli,$6.45 ,23
2/11/2024,15:02:00,Pastries,Danish,$4.25 ,8
2/11/2024,16:04:00,Pastries,Brownies,$4.25 ,8
2/11/2024,11:50:00,Pastries,Eclair,$4.50 ,61
2/11/2024,15:09:00,Pastries,French Roll,$4.65 ,2
2/11/2024,10:37:00,Pastries,Napolean,$5.10 ,6
2/11/2024,16:09:00,Cookies,Oatmeal Raisin,$2.90 ,5
2/11/2024,9:01:00,Cookies,Sugar Cookie,$2.65 ,4
2/11/2024,11:23:00,Cookies,Black & White,$4.25 ,6
2/11/2024,10:19:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/11/2024,11:38:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/11/2024,10:10:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/11/2024,13:02:00,Candy & Treats,Local Honey,$7.00 ,2
2/11/2024,9:45:00,Candy & Treats,Popcorn,$3.50 ,3
2/12/2024,18:42:00,Bread,Sourdough,$6.50 ,2
2/12/2024,12:36:00,Bread,Baguette,$4.50 ,2
2/12/2024,14:57:00,Bread,Rye,$6.25 ,2
2/12/2024,10:35:00,Bread,Whole Wheat,$6.45 ,1
2/12/2024,12:01:00,Bread,White,$6.00 ,1
2/12/2024,15:51:00,Cakes,Carrot Cake,$4.75 ,4
2/12/2024,14:43:00,Cakes,Banana Nut Pound,$9.15 ,1
2/12/2024,18:42:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/12/2024,17:51:00,Pastries,Muffin,$9.15 ,11
2/12/2024,13:12:00,Pastries,Cannoli,$6.45 ,22
2/12/2024,17:03:00,Pastries,Danish,$4.25 ,8
2/12/2024,16:29:00,Pastries,Brownies,$4.25 ,8
2/12/2024,16:59:00,Pastries,Eclair,$4.50 ,56
2/12/2024,11:42:00,Pastries,French Roll,$4.65 ,3
2/12/2024,18:18:00,Pastries,Napolean,$5.10 ,7
2/12/2024,15:25:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/12/2024,15:43:00,Cookies,Sugar Cookie,$2.65 ,3
2/12/2024,17:01:00,Cookies,Black & White,$4.25 ,7
2/12/2024,8:28:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/12/2024,16:09:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/12/2024,12:19:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/12/2024,14:27:00,Candy & Treats,Local Honey,$7.00 ,2
2/12/2024,14:24:00,Candy & Treats,Popcorn,$3.50 ,4
2/13/2024,17:19:00,Bread,Sourdough,$6.50 ,2
2/13/2024,16:14:00,Bread,Baguette,$4.50 ,2
2/13/2024,14:59:00,Bread,Rye,$6.25 ,3
2/13/2024,18:52:00,Bread,Whole Wheat,$6.45 ,1
2/13/2024,8:43:00,Bread,White,$6.00 ,1
2/13/2024,17:40:00,Cakes,Carrot Cake,$4.75 ,3
2/13/2024,12:13:00,Cakes,Banana Nut Pound,$9.15 ,1
2/13/2024,16:26:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/13/2024,16:10:00,Pastries,Muffin,$9.15 ,12
2/13/2024,18:47:00,Pastries,Cannoli,$6.45 ,20
2/13/2024,13:57:00,Pastries,Danish,$4.25 ,8
2/13/2024,8:33:00,Pastries,Brownies,$4.25 ,10
2/13/2024,13:21:00,Pastries,Eclair,$4.50 ,64
2/13/2024,17:11:00,Pastries,French Roll,$4.65 ,2
2/13/2024,13:50:00,Pastries,Napolean,$5.10 ,8
2/13/2024,18:27:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/13/2024,10:36:00,Cookies,Sugar Cookie,$2.65 ,3
2/13/2024,15:50:00,Cookies,Black & White,$4.25 ,6
2/13/2024,10:24:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,3
2/13/2024,14:36:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/13/2024,10:13:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/13/2024,10:20:00,Candy & Treats,Local Honey,$7.00 ,2
2/13/2024,15:47:00,Candy & Treats,Popcorn,$3.50 ,4
2/14/2024,10:31:00,Bread,Sourdough,$6.50 ,2
2/14/2024,11:40:00,Bread,Baguette,$4.50 ,2
2/14/2024,12:45:00,Bread,Rye,$6.25 ,2
2/14/2024,14:58:00,Bread,Whole Wheat,$6.45 ,1
2/14/2024,16:52:00,Bread,White,$6.00 ,1
2/14/2024,17:45:00,Cakes,Carrot Cake,$4.75 ,4
2/14/2024,10:30:00,Cakes,Banana Nut Pound,$9.15 ,1
2/14/2024,8:46:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/14/2024,18:17:00,Pastries,Muffin,$9.15 ,10
2/14/2024,15:11:00,Pastries,Cannoli,$6.45 ,19
2/14/2024,11:49:00,Pastries,Danish,$4.25 ,8
2/14/2024,18:43:00,Pastries,Brownies,$4.25 ,9
2/14/2024,11:16:00,Pastries,Eclair,$4.50 ,61
2/14/2024,18:16:00,Pastries,French Roll,$4.65 ,2
2/14/2024,14:26:00,Pastries,Napolean,$5.10 ,7
2/14/2024,14:06:00,Cookies,Oatmeal Raisin,$2.90 ,5
2/14/2024,8:22:00,Cookies,Sugar Cookie,$2.65 ,4
2/14/2024,9:59:00,Cookies,Black & White,$4.25 ,7
2/14/2024,12:38:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/14/2024,14:05:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/14/2024,16:03:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/14/2024,14:55:00,Candy & Treats,Local Honey,$7.00 ,2
2/14/2024,16:25:00,Candy & Treats,Popcorn,$3.50 ,3
2/15/2024,10:32:00,Bread,Sourdough,$6.50 ,3
2/15/2024,16:24:00,Bread,Baguette,$4.50 ,2
2/15/2024,16:44:00,Bread,Rye,$6.25 ,2
2/15/2024,16:30:00,Bread,Whole Wheat,$6.45 ,1
2/15/2024,17:10:00,Bread,White,$6.00 ,1
2/15/2024,12:16:00,Cakes,Carrot Cake,$4.75 ,4
2/15/2024,17:57:00,Cakes,Banana Nut Pound,$9.15 ,1
2/15/2024,12:56:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/15/2024,8:48:00,Pastries,Muffin,$9.15 ,12
2/15/2024,11:43:00,Pastries,Cannoli,$6.45 ,23
2/15/2024,18:43:00,Pastries,Danish,$4.25 ,9
2/15/2024,17:23:00,Pastries,Brownies,$4.25 ,9
2/15/2024,9:33:00,Pastries,Eclair,$4.50 ,61
2/15/2024,14:39:00,Pastries,French Roll,$4.65 ,2
2/15/2024,13:26:00,Pastries,Napolean,$5.10 ,7
2/15/2024,9:14:00,Cookies,Oatmeal Raisin,$2.90 ,5
2/15/2024,18:19:00,Cookies,Sugar Cookie,$2.65 ,4
2/15/2024,12:03:00,Cookies,Black & White,$4.25 ,7
2/15/2024,16:34:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/15/2024,11:44:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/15/2024,18:15:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/15/2024,9:34:00,Candy & Treats,Local Honey,$7.00 ,2
2/15/2024,11:34:00,Candy & Treats,Popcorn,$3.50 ,3
2/16/2024,8:07:00,Bread,Sourdough,$6.50 ,2
2/16/2024,14:37:00,Bread,Baguette,$4.50 ,2
2/16/2024,11:17:00,Bread,Rye,$6.25 ,2
2/16/2024,15:26:00,Bread,Whole Wheat,$6.45 ,1
2/16/2024,17:04:00,Bread,White,$6.00 ,1
2/16/2024,10:41:00,Cakes,Carrot Cake,$4.75 ,4
2/16/2024,11:31:00,Cakes,Banana Nut Pound,$9.15 ,1
2/16/2024,15:38:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/16/2024,11:40:00,Pastries,Muffin,$9.15 ,11
2/16/2024,17:35:00,Pastries,Cannoli,$6.45 ,21
2/16/2024,8:05:00,Pastries,Danish,$4.25 ,8
2/16/2024,18:56:00,Pastries,Brownies,$4.25 ,9
2/16/2024,10:10:00,Pastries,Eclair,$4.50 ,68
2/16/2024,8:04:00,Pastries,French Roll,$4.65 ,3
2/16/2024,14:13:00,Pastries,Napolean,$5.10 ,7
2/16/2024,9:32:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/16/2024,13:11:00,Cookies,Sugar Cookie,$2.65 ,4
2/16/2024,8:00:00,Cookies,Black & White,$4.25 ,7
2/16/2024,18:09:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/16/2024,11:37:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/16/2024,9:23:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/16/2024,10:13:00,Candy & Treats,Local Honey,$7.00 ,2
2/16/2024,9:59:00,Candy & Treats,Popcorn,$3.50 ,4
2/17/2024,11:15:00,Bread,Sourdough,$6.50 ,2
2/17/2024,14:40:00,Bread,Baguette,$4.50 ,2
2/17/2024,18:13:00,Bread,Rye,$6.25 ,3
2/17/2024,18:04:00,Bread,Whole Wheat,$6.45 ,1
2/17/2024,12:49:00,Bread,White,$6.00 ,1
2/17/2024,8:37:00,Cakes,Carrot Cake,$4.75 ,4
2/17/2024,16:11:00,Cakes,Banana Nut Pound,$9.15 ,1
2/17/2024,9:10:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/17/2024,15:02:00,Pastries,Muffin,$9.15 ,11
2/17/2024,10:15:00,Pastries,Cannoli,$6.45 ,19
2/17/2024,9:35:00,Pastries,Danish,$4.25 ,10
2/17/2024,17:58:00,Pastries,Brownies,$4.25 ,9
2/17/2024,14:30:00,Pastries,Eclair,$4.50 ,64
2/17/2024,10:02:00,Pastries,French Roll,$4.65 ,3
2/17/2024,9:11:00,Pastries,Napolean,$5.10 ,9
2/17/2024,17:22:00,Cookies,Oatmeal Raisin,$2.90 ,7
2/17/2024,17:01:00,Cookies,Sugar Cookie,$2.65 ,4
2/17/2024,11:06:00,Cookies,Black & White,$4.25 ,7
2/17/2024,18:49:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/17/2024,15:31:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/17/2024,18:20:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/17/2024,14:57:00,Candy & Treats,Local Honey,$7.00 ,2
2/17/2024,17:44:00,Candy & Treats,Popcorn,$3.50 ,3
2/18/2024,8:00:00,Bread,Sourdough,$6.50 ,2
2/18/2024,8:44:00,Bread,Baguette,$4.50 ,2
2/18/2024,9:41:00,Bread,Rye,$6.25 ,2
2/18/2024,9:29:00,Bread,Whole Wheat,$6.45 ,1
2/18/2024,14:55:00,Bread,White,$6.00 ,1
2/18/2024,13:53:00,Cakes,Carrot Cake,$4.75 ,4
2/18/2024,11:52:00,Cakes,Banana Nut Pound,$9.15 ,1
2/18/2024,10:18:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/18/2024,12:33:00,Pastries,Muffin,$9.15 ,11
2/18/2024,11:16:00,Pastries,Cannoli,$6.45 ,24
2/18/2024,11:50:00,Pastries,Danish,$4.25 ,7
2/18/2024,16:58:00,Pastries,Brownies,$4.25 ,10
2/18/2024,15:07:00,Pastries,Eclair,$4.50 ,63
2/18/2024,13:58:00,Pastries,French Roll,$4.65 ,3
2/18/2024,9:20:00,Pastries,Napolean,$5.10 ,7
2/18/2024,12:46:00,Cookies,Oatmeal Raisin,$2.90 ,5
2/18/2024,15:19:00,Cookies,Sugar Cookie,$2.65 ,3
2/18/2024,14:39:00,Cookies,Black & White,$4.25 ,7
2/18/2024,9:07:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/18/2024,15:40:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/18/2024,8:57:00,Candy & Treats,Peppermint Chocolate,$5.00 ,3
2/18/2024,16:28:00,Candy & Treats,Local Honey,$7.00 ,2
2/18/2024,8:08:00,Candy & Treats,Popcorn,$3.50 ,4
2/19/2024,15:09:00,Bread,Sourdough,$6.50 ,3
2/19/2024,16:11:00,Bread,Baguette,$4.50 ,3
2/19/2024,8:54:00,Bread,Rye,$6.25 ,2
2/19/2024,12:03:00,Bread,Whole Wheat,$6.45 ,1
2/19/2024,8:39:00,Bread,White,$6.00 ,1
2/19/2024,11:42:00,Cakes,Carrot Cake,$4.75 ,4
2/19/2024,16:00:00,Cakes,Banana Nut Pound,$9.15 ,1
2/19/2024,16:59:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/19/2024,11:18:00,Pastries,Muffin,$9.15 ,12
2/19/2024,18:45:00,Pastries,Cannoli,$6.45 ,19
2/19/2024,17:41:00,Pastries,Danish,$4.25 ,9
2/19/2024,9:11:00,Pastries,Brownies,$4.25 ,10
2/19/2024,11:10:00,Pastries,Eclair,$4.50 ,68
2/19/2024,9:24:00,Pastries,French Roll,$4.65 ,2
2/19/2024,18:43:00,Pastries,Napolean,$5.10 ,7
2/19/2024,8:01:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/19/2024,13:55:00,Cookies,Sugar Cookie,$2.65 ,4
2/19/2024,17:55:00,Cookies,Black & White,$4.25 ,7
2/19/2024,11:11:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/19/2024,12:44:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/19/2024,9:34:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/19/2024,11:08:00,Candy & Treats,Local Honey,$7.00 ,2
2/19/2024,18:47:00,Candy & Treats,Popcorn,$3.50 ,3
2/20/2024,13:11:00,Bread,Sourdough,$6.50 ,3
2/20/2024,15:24:00,Bread,Baguette,$4.50 ,2
2/20/2024,10:23:00,Bread,Rye,$6.25 ,2
2/20/2024,10:41:00,Bread,Whole Wheat,$6.45 ,1
2/20/2024,8:56:00,Bread,White,$6.00 ,1
2/20/2024,10:05:00,Cakes,Carrot Cake,$4.75 ,4
2/20/2024,11:07:00,Cakes,Banana Nut Pound,$9.15 ,1
2/20/2024,9:27:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/20/2024,15:36:00,Pastries,Muffin,$9.15 ,11
2/20/2024,13:46:00,Pastries,Cannoli,$6.45 ,20
2/20/2024,12:10:00,Pastries,Danish,$4.25 ,8
2/20/2024,16:57:00,Pastries,Brownies,$4.25 ,9
2/20/2024,11:10:00,Pastries,Eclair,$4.50 ,65
2/20/2024,14:31:00,Pastries,French Roll,$4.65 ,2
2/20/2024,18:01:00,Pastries,Napolean,$5.10 ,7
2/20/2024,9:47:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/20/2024,9:25:00,Cookies,Sugar Cookie,$2.65 ,4
2/20/2024,15:32:00,Cookies,Black & White,$4.25 ,6
2/20/2024,9:07:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/20/2024,14:59:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/20/2024,15:50:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/20/2024,16:26:00,Candy & Treats,Local Honey,$7.00 ,2
2/20/2024,10:38:00,Candy & Treats,Popcorn,$3.50 ,3
2/21/2024,8:11:00,Bread,Sourdough,$6.50 ,3
2/21/2024,13:06:00,Bread,Baguette,$4.50 ,3
2/21/2024,13:12:00,Bread,Rye,$6.25 ,2
2/21/2024,16:25:00,Bread,Whole Wheat,$6.45 ,1
2/21/2024,12:48:00,Bread,White,$6.00 ,1
2/21/2024,10:27:00,Cakes,Carrot Cake,$4.75 ,4
2/21/2024,15:14:00,Cakes,Banana Nut Pound,$9.15 ,1
2/21/2024,8:10:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/21/2024,10:02:00,Pastries,Muffin,$9.15 ,12
2/21/2024,17:36:00,Pastries,Cannoli,$6.45 ,25
2/21/2024,12:05:00,Pastries,Danish,$4.25 ,8
2/21/2024,15:43:00,Pastries,Brownies,$4.25 ,9
2/21/2024,13:13:00,Pastries,Eclair,$4.50 ,63
2/21/2024,18:54:00,Pastries,French Roll,$4.65 ,2
2/21/2024,8:18:00,Pastries,Napolean,$5.10 ,8
2/21/2024,18:00:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/21/2024,13:50:00,Cookies,Sugar Cookie,$2.65 ,3
2/21/2024,11:04:00,Cookies,Black & White,$4.25 ,7
2/21/2024,17:33:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/21/2024,12:49:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,5
2/21/2024,9:03:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/21/2024,18:21:00,Candy & Treats,Local Honey,$7.00 ,2
2/21/2024,8:28:00,Candy & Treats,Popcorn,$3.50 ,3
2/22/2024,13:50:00,Bread,Sourdough,$6.50 ,3
2/22/2024,13:00:00,Bread,Baguette,$4.50 ,2
2/22/2024,16:16:00,Bread,Rye,$6.25 ,2
2/22/2024,16:20:00,Bread,Whole Wheat,$6.45 ,1
2/22/2024,10:35:00,Bread,White,$6.00 ,1
2/22/2024,12:26:00,Cakes,Carrot Cake,$4.75 ,4
2/22/2024,15:28:00,Cakes,Banana Nut Pound,$9.15 ,1
2/22/2024,8:14:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/22/2024,15:32:00,Pastries,Muffin,$9.15 ,11
2/22/2024,12:27:00,Pastries,Cannoli,$6.45 ,23
2/22/2024,15:39:00,Pastries,Danish,$4.25 ,8
2/22/2024,15:03:00,Pastries,Brownies,$4.25 ,10
2/22/2024,8:35:00,Pastries,Eclair,$4.50 ,67
2/22/2024,18:46:00,Pastries,French Roll,$4.65 ,3
2/22/2024,11:01:00,Pastries,Napolean,$5.10 ,8
2/22/2024,18:28:00,Cookies,Oatmeal Raisin,$2.90 ,5
2/22/2024,14:17:00,Cookies,Sugar Cookie,$2.65 ,3
2/22/2024,18:18:00,Cookies,Black & White,$4.25 ,6
2/22/2024,8:21:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/22/2024,16:14:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/22/2024,13:20:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/22/2024,8:05:00,Candy & Treats,Local Honey,$7.00 ,2
2/22/2024,15:57:00,Candy & Treats,Popcorn,$3.50 ,3
2/23/2024,10:28:00,Bread,Sourdough,$6.50 ,2
2/23/2024,10:29:00,Bread,Baguette,$4.50 ,2
2/23/2024,18:38:00,Bread,Rye,$6.25 ,3
2/23/2024,15:15:00,Bread,Whole Wheat,$6.45 ,1
2/23/2024,10:35:00,Bread,White,$6.00 ,1
2/23/2024,10:36:00,Cakes,Carrot Cake,$4.75 ,4
2/23/2024,8:07:00,Cakes,Banana Nut Pound,$9.15 ,1
2/23/2024,16:58:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/23/2024,11:08:00,Pastries,Muffin,$9.15 ,13
2/23/2024,8:23:00,Pastries,Cannoli,$6.45 ,21
2/23/2024,9:05:00,Pastries,Danish,$4.25 ,9
2/23/2024,10:04:00,Pastries,Brownies,$4.25 ,9
2/23/2024,11:16:00,Pastries,Eclair,$4.50 ,64
2/23/2024,8:27:00,Pastries,French Roll,$4.65 ,3
2/23/2024,11:54:00,Pastries,Napolean,$5.10 ,7
2/23/2024,14:34:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/23/2024,8:04:00,Cookies,Sugar Cookie,$2.65 ,4
2/23/2024,17:38:00,Cookies,Black & White,$4.25 ,6
2/23/2024,8:23:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/23/2024,8:11:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/23/2024,12:02:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/23/2024,14:20:00,Candy & Treats,Local Honey,$7.00 ,2
2/23/2024,9:04:00,Candy & Treats,Popcorn,$3.50 ,4
2/24/2024,18:30:00,Bread,Sourdough,$6.50 ,2
2/24/2024,18:45:00,Bread,Baguette,$4.50 ,2
2/24/2024,12:54:00,Bread,Rye,$6.25 ,2
2/24/2024,15:51:00,Bread,Whole Wheat,$6.45 ,1
2/24/2024,9:46:00,Bread,White,$6.00 ,1
2/24/2024,9:29:00,Cakes,Carrot Cake,$4.75 ,4
2/24/2024,8:42:00,Cakes,Banana Nut Pound,$9.15 ,1
2/24/2024,14:17:00,Cakes,Chocolate Cup Cake,$3.00 ,1
2/24/2024,16:22:00,Pastries,Muffin,$9.15 ,11
2/24/2024,15:36:00,Pastries,Cannoli,$6.45 ,23
2/24/2024,14:58:00,Pastries,Danish,$4.25 ,9
2/24/2024,16:35:00,Pastries,Brownies,$4.25 ,8
2/24/2024,14:12:00,Pastries,Eclair,$4.50 ,58
2/24/2024,18:42:00,Pastries,French Roll,$4.65 ,3
2/24/2024,9:10:00,Pastries,Napolean,$5.10 ,7
2/24/2024,12:53:00,Cookies,Oatmeal Raisin,$2.90 ,6
2/24/2024,8:28:00,Cookies,Sugar Cookie,$2.65 ,4
2/24/2024,18:38:00,Cookies,Black & White,$4.25 ,6
2/24/2024,8:19:00,Biscotti & Scones,Chocolate Chip Scone,$4.35 ,2
2/24/2024,18:19:00,Biscotti & Scones,Anisette Biscotti,$3.75 ,4
2/24/2024,16:43:00,Candy & Treats,Peppermint Chocolate,$5.00 ,4
2/24/2024,9:15:00,Candy & Treats,Local Honey,$7.00 ,2
2/24/2024,16:42:00,Candy & Treats,Popcorn,$3.50 ,4
2/25/2024,16:07:00,Bread,Sourdough,$6.50 ,3
2/25/2024,8:58:00,Bread,Baguette,$4.50 ,2
2/25/2024,9:06:00,Bread,Rye,$6.25 ,2
2/25/2024,12:52:00,Bread,Whole Wheat,$6.45 ,1
2/25/2024,13:44:00,Bread,White,$6.00 ,1
2/25/2024,14:31:00,Cakes,Carrot Cake,$4.75 ,4
2/25/2024,14:29:00,Cakes,Banana Nut Pound,$9.15 ,1
